Job Title,Job Title Clean
Clinic Assistant / Patient Service Associate | Temp/Perm | (REF:PH),(Ref
"Senior/Executive, Clinic Operations",Senior/Executive
Centre Supervisor (Eldercare Centre),Centre Supervisor
Temporary Pharmacy Assistant (3 months renewable) - No experience needed,Temporary Pharmacy Assistant
Clinic Assistant,Clinic Assistant
Social Work Associate (FSC),Social Work Associate
Operations Specialist,Operations Specialist
Pharmacy Assistant / Technician | Temp/Perm | Fast Shortlisting | (REF:PH),Pharmacy Assistant / Technician | Temp/Perm
Nursing Aide,Nursing Aide
Dental Receptionist,Dental Receptionist
Therapy Assistant,Therapy Assistant
"Assistant Manager, Medical HR",Assistant Manager
Freelance Healthcare Assistant ($17-19/Hr)  #SEEKBetter,Freelance Healthcare Assistant
Manufacturing Biotechnologist (Pharma/Biopharma),Pharma/Biopharma
Clinic Assistant,Clinic Assistant
"🏥Temp Healthcare Staff 🏥  (UP TO $2,900‼️ | NO EXPERIENCE NEEDED)REF HEA",No Experience
"Senior / Executive, Patient Service Centre, Patient Experience Office",Senior / Executive
Dental Surgery Assistant,Dental Surgery Assistant
"Health Care Assistant, Cardiac Laboratory",Health Care Assistant
Senior Operations Executive / Operations Executive (Specialist Outpatient Clinic,Senior Operations Executive / Operations Executive
"Executive, Hospital Operations",Executive
Community Care Associate,Community Care Associate
Assistant Operations Manager (Healthcare),Assistant Operations Manager
Healthcare Assistant (Only Morning & Afternoon Shifts),Healthcare Assistant
Care Support Associate,Care Support Associate
Healthcare Assistant,Healthcare Assistant
Dental Assistant,Dental Assistant
"Executive/Snr Executive (HEALTHCARE OPERATIONS, PUBLIC HEALTHCARE)  #HJW",Executive/Snr Executive
Patient Care Executive,Patient Care Executive
"Operations Executive, Environmental Services",Operations Executive
"Temp Pharmacy Assistant  (EARN UP TO $2,200 | No Experience Needed!) Ref HEA",Temp Pharmacy Assistant
Clinical Support & Sales Executive,Clinical Support
Production Operator (Tuas | Night shift | No exp | $3000 gross),Production Operator
"Hospital Operations Executive (Laundry, Food, and Facilities)/ East REF: EN",Hospital Operations Executive
"Executive, Cardiac Clinics",Executive
"Senior / Executive (Clinical Education), People & Organisation Development",Senior / Executive
TCM Clinic Assistant,Tcm Clinic Assistant
Pharmacy Assistant / Clinic Assistant,Pharmacy Assistant / Clinic Assistant
Coordinating Nurse/Flight Nurse,Nurse/Flight Nurse
Admin Executive - Senior Care Centre,Admin Executive - Senior Care Centre
"Assistant Manager / Senior Executive, Group Hospitality (Administration)",Assistant Manager / Senior Executive
Care Support Associate (Wards / Operating Theatre / Emergency Department),Care Support Associate
Medical Sales Representative,Medical Sales Representative
Patient Service Associate,Patient Service Associate
Dental Assistant,Dental Assistant
Patient Service Associate (Counter),Patient Service Associate
Healthcare Assistant,Healthcare Assistant
Associate Psychologist,Associate Psychologist
"Senior / Executive, Office of Risk Management (2-year contract)",Senior / Executive
Medical Laboratory Technologist - Biochemistry Lab,Medical Laboratory Technologist - Biochemistry Lab
"Senior /Associate Executive, Human Resource Management (Medical)",Senior /Associate Executive
Pharmacy Technician,Pharmacy Technician
Healthcare Assistant (4 Days Work Week!)-Senior Care Centres,Healthcare Assistant
"Executive, Kidney Supportive Care Programme",Executive
"Health Care Attendant, Physiotherapy",Health Care Attendant
"Senior/Executive (Incident Reporting), Value & Safety Office",Incident Reporting
Contract to Perm Dental Assistant (Up to $3500) #HGN,Contract
Patient Service Associate,Patient Service Associate
Operations Executive (Healthcare Environmental Services | Shift work),Operations Executive
Production Pharmacist (Singapore Registered),Production Pharmacist
Patient Service Associate Executive (Call Centre),Patient Service Associate Executive
Therapy Assistant,Therapy Assistant
Clinic Executive,Clinic Executive
"Executive, ACP Office – Care Transition Office",Executive
Therapy Assistant,Therapy Assistant
Health Care Assistant,Health Care Assistant
Field Service Engineer (Medical Device),Field Service Engineer
Pharmacy Technician,Pharmacy Technician
Technical support (Information Technology),Technical Support
"Assistant Manager, Data Engineering & IoT Management",Assistant Manager
IT Support Analyst,It Support Analyst
"Engineer, iOS",Engineer
"Engineer, Android",Engineer
Assistant Manager/Deputy Manager (Enterprise Infrastructure & Services),Assistant Manager/Deputy Manager
"Engineer, Backend",Engineer
"Engineer, Android",Engineer
"Engineer, iOS",Engineer
"Senior Executive, End User Services (IT/AV Support & Project) [LKCMedicine]",Senior Executive
"Engineer, Backend",Engineer
"Expert Engineer, Android",Expert Engineer
Service Desk Support (Microsoft Windows/Office/Microsoft Outlook),Service Desk Support
IT Digital Assistant (Apple iOS),It Digital Assistant
"Engineer, Frontend",Engineer
Infrastructure Support Executive (L1 L2 Support / Up to 4.7k),Infrastructure Support Executive
ANALYST,Analyst
BUSINESS ANALYST,Business Analyst
Business Analyst Intern (6 months),Business Analyst Intern
"IT Manager, South Asia",It Manager
Projectionist / AV Tech,Projectionist / Av Tech
"Engineer, Frontend",Engineer
Network Engineer (24x5 operations and support),Network Engineer
Systems Analyst (St Andrew's Community Hospital),Systems Analyst
IT Executive,It Executive
"Information Technology Network Engineer (24/7 standby, 12 months agency",Information Technology Network Engineer
Network Security Engineer,Network Security Engineer
"Expert Engineer, iOS",Expert Engineer
Technical Support Officer,Technical Support Officer
Technical Officer (Infrastructure Management) .,Technical Officer
"Senior Engineer, iOS",Senior Engineer
"Senior Engineer, Android",Senior Engineer
"Expert Engineer, Frontend",Expert Engineer
Head of Media APAC,Media Apac
Technical Support Officer,Technical Support Officer
IT Support Specialist,Specialist
Assistant IT Manager (Cybersecurity),Assistant It Manager
Software Engineer (QA),Software Engineer
IT Specialist (Infrastructure | MNC),It Specialist
Regional IT Business Partner,Regional It Business Partner
Business Applications IT Executive,Business Applications It Executive
"Senior Engineer, Frontend",Senior Engineer
Data Scientist (Product Team),Data Scientist
Systems Analyst (Salesforce),Systems Analyst
IT Support Executive /& Technical Supervisor,It Support Executive /& Technical Supervisor
"Senior Engineer, Backend",Senior Engineer
IT Technical Support,It Technical Support
Project Manager - Up t $7K - EAST - JO-25111 - KT,Project Manager - Up
Information Technology Systems Engineer (12 months agency contract) VMware,Information Technology Systems Engineer
Technical Consultant,Technical Consultant
Software Project Engineer(PE),Software Project Engineer
IT Support Assistant (Convertible Contract) Manufacturing MNC,Assistant
IT Executive,It Executive
Helpdesk Technician (Apple iOS),Helpdesk Technician
Technical Support Lead - West/ $4700,Technical Support Lead
"Senior Engineer, Android",Senior Engineer
Infrastructure Support Engineer $4K-$5K+VB ref:JT #URGENT,Infrastructure Support Engineer
"IT Engineer - In-House (up to $4,500 | IT Infra | Kallang)",House
"Expert Engineer, Android",Expert Engineer
"Expert Engineer, iOS",Expert Engineer
MES/CIM Engineer - L3 Support,Mes/Cim Engineer - L3 Support
IT Senior Executive,It Senior Executive
"Expert Engineer, Frontend",Expert Engineer
Audio Visual Assistant,Audio Visual Assistant
Assistant Manager - Information System (Perm / East) (PRIT),Assistant Manager - Information System
Information Technology Business Analyst,Information Technology Business Analyst
MSSQL DBA (Database Admin),Mssql Dba
Software Engineering Project Manager(SEPM),Software Engineering Project Manager(Sepm
Systems Analyst (Mulesoft),Systems Analyst
IT Support Field Engineer,It Support Field Engineer
IT Business Analyst,It Business Analyst
Cyber Security Specialist (Perm) (ID: 659822),Cyber Security Specialist
Data Operations Executive | Govt | JO-25119,Data Operations Executive | Govt |
Customer Service Specialist,Customer Service Specialist
"Expert Engineer, Backend",Expert Engineer
Junior Network Engineer,Junior Network Engineer
IT Support Officer,It Support Officer
Assistant Manager/Deputy Manager (Enterprise Infrastructure & Services).,Assistant Manager/Deputy Manager
Business Analyst,Business Analyst
System Analyst,System Analyst
Information Technology - End User Computing Architect,End User Computing Architect
Principal Architect,Principal Architect
Entry Level Desktop Engineer - OJT and IT Certificate Provided** | Up to $2400,Entry Level Desktop Engineer - Ojt
Engineer (Digital System Projects),Engineer
Product Data Analyst,Product Data Analyst
"VP, IT Audit",Vp
"USB Type-C (PD, Intel Thunderbolt) Firmware Analysis Engineer",Firmware Analysis Engineer
"Senior Engineer, iOS",Senior Engineer
"Information Technology Manager (12 months agency contract) , Code : KAS",Information Technology Manager
Senior Facade Engineer/Facade Engineer,Senior Facade Engineer/Facade Engineer
"Sr Engineer, Telecommunications",Sr Engineer
"Senior Associate, Building Systems (Mechanical)",Senior Associate
Assistant Engineer,Assistant Engineer
Production Operator,Production Operator
Engineer,Engineer
"Senior Associate/Assistant Manager, Aircraft Pavement (Research & Development)",Senior Associate/Assistant Manager
Mechanical Engineer,Mechanical Engineer
Field Engineer (Services) - Semiconductor Manufacturing,Field Engineer
Electronic Design Engineer,Electronic Design Engineer
Process Consultant (Telecom),Process Consultant
Duty Engineer,Duty Engineer
Maintenance Coordinator (Planning I Production I Technical I Chemical Plant),Maintenance Coordinator
"Program Executive (Contract Manufacturing /Up to $4,000)",Program Executive
Maintenance Manager /  Assistant Manager (Mechanical I Chemical Plant),Maintenance Manager /  Assistant Manager
Assistant Engineer/ Technician (Aviation/ Electrical/ Mechanical) Entry Level,Assistant Engineer/ Technician
"Senior Associate, Engineering (External Systems)",Senior Associate
Lift / Escalator Maintenance Technician,Lift / Escalator Maintenance Technician
Design Engineer (Solar),Design Engineer
Traffic Engineer,Traffic Engineer
Managing Director,Managing Director
Technical Officer,Technical Officer
Laser Technician (Optical),Laser Technician
Electronics Engineer,Electronics Engineer
Control Systems Engineer | Automation System Engineer (West),West
MECHANICAL MACHINERY DRAFTER,Mechanical Machinery Drafter
Tiler,Tiler
Assessor,Assessor
Project Engineer (Electrical),Project Engineer
Assistant Engineer,Assistant Engineer
Application Engineer (Exp in Inverters/System Integration/Up to $7500),Application Engineer
Avionics Engineer (East Area/Electronics MFG Industry),Avionics Engineer
Service Engineer (Singaporeans only!/Marine/Vessels/Up $3800),Service Engineer
Train Service Controller - CCL,Train Service Controller - Ccl
Field Technical Officer,Field Technical Officer
"Technician, Lift  (Own Motorcycle)",Lift
Site Engineer,Site Engineer
AV Engineer (Audio),Av Engineer
"Engineer, SME Support",Engineer
"Assistant Production Supervisor - West, AWS + Bonus",Assistant Production Supervisor - West
Electronics Production Engineer (East Area/MFG Ind/Manufacturing Co),Electronics Production Engineer
Project control Engineer,Project Control Engineer
Testing & Commissioning Engineer (Construction),Construction
SUPERVISOR AND GENERAL FOREMAN,Supervisor
CONSTRUCTION SUPERVISOR,Construction Supervisor
Engineering Administrator (Technical),Engineering Administrator
Drafter CUM Rebar Scheduler,Drafter Cum Rebar Scheduler
"Assistant Station Manager, Circle Line",Assistant Station Manager
"Aircraft Cabin Trainer (Aviation,Changi)",Aircraft Cabin Trainer
Network Engineer (Wireless / CyberSecurity),Network Engineer
Project Engineer (Marine Shipyard) -  Freshers / 1 year exp are Welcome,Project Engineer
Facilities Executive,Facilities Executive
Assistant Chief Engineer (Project & Operation),Assistant Chief Engineer
UPS Engineer,Ups Engineer
Project Management Intern,Project Management Intern
Drafting Engineer [Mechanical/Piping/AutoCAD] | $3500/ 5 Days,[Mechanical/Piping/Autocad
Mechanical Equipment Designer Engineer,Mechanical Equipment Designer Engineer
Engineer (Stamping),Engineer
Assistant Engineer / Production Technician x5 [Islandwide Hiring],Assistant Engineer / Production Technician X5
Sr Engineer,Sr Engineer
PLC Engineers ($5K - $6K  / AWS / VB) RC,Plc Engineers
Water Facility Technician (Singaporean ONLY/Shift rotation/Gross $3000/Pioneer),Water Facility Technician
ENGINEER,Engineer
"Executive Engineer, Electrical",Executive Engineer
Senior Electronics Engineer,Senior Electronics Engineer
Site Engineer CUM PE Assignee,Site Engineer Cum Pe Assignee
Service Engineer (HVAC/Chiller/West Region/Up to $4500),Service Engineer
TRUCK MECHANIC,Truck Mechanic
